step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
141,CASH_OUT,1874.19,C003325,1697.04,0.0,C000434,0,0,0,0
141,DEBIT,2879.92,C001395,1655.97,0.0,C000982,0,0,1,0
141,CASH_IN,1055.57,C004317,0.0,1055.57,C004933,0,0,0,0
141,CASH_OUT,1784.78,C004655,9530.359999999995,7745.579999999995,C002065,0,0,0,0
141,CASH_IN,1157.41,C004642,0.0,1157.41,C002688,0,0,0,0
141,TRANSFER,4729.67,C000285,0.0,0.0,C001420,0,0,0,0
141,PAYMENT,822.72,C000245,23433.649999999998,22610.929999999997,C002787,0,0,0,0
141,CASH_IN,1182.57,C002741,1313.7,2496.27,C003405,0,0,0,0
141,CASH_IN,2904.79,C002840,0.0,2904.79,C002841,0,0,0,0
141,TRANSFER,8899.43,C003593,0.0,0.0,C000944,0,0,1,0
141,PAYMENT,1936.18,C004338,25.68999999999869,0.0,C003847,0,0,0,0
141,CASH_OUT,3751.4,C003049,0.0,0.0,C001183,0,0,0,0
141,PAYMENT,10000.0,C000797,20140.850000000002,10140.850000000002,C001811,0,0,1,0
142,CASH_OUT,4817.9,C001690,2833.42,0.0,C001826,0,0,1,0
142,TRANSFER,20000.0,C003467,0.0,0.0,C003427,0,0,0,1
142,PAYMENT,3465.46,C002177,0.0,0.0,C000621,0,0,1,0
142,CASH_OUT,2098.54,C002071,0.0,0.0,C004766,0,0,0,0
142,TRANSFER,10139.13,C003125,0.0,0.0,C002563,0,0,1,1
142,CASH_IN,3537.89,C000379,0.0,3537.89,C002991,0,0,0,0
142,TRANSFER,2308.83,C003152,3140.7200000000003,831.8900000000003,C000900,0,0,0,0
142,TRANSFER,5237.63,C001467,839.0900000000001,0.0,C001698,0,0,0,0
142,PAYMENT,2661.68,C001828,26725.73,24064.05,C004467,0,0,0,0
142,DEBIT,895.99,C000368,0.0,0.0,C003548,0,0,0,0
142,TRANSFER,4970.28,C000670,0.0,0.0,C000009,0,0,0,0
142,PAYMENT,2962.44,C004829,1214.9,0.0,C001806,0,0,0,0
142,TRANSFER,2102.26,C004471,0.0,0.0,C000123,0,0,0,0
142,CASH_IN,818.93,C002786,49680.439999999995,50499.369999999995,C002207,0,0,0,0
142,CASH_OUT,5076.21,C000598,0.0,0.0,C002842,0,0,0,0
142,PAYMENT,647.01,C003393,17245.19,16598.18,C001176,0,0,0,0
142,TRANSFER,1379.78,C004402,1187.64,0.0,C002054,0,0,0,0
142,CASH_OUT,3126.85,C004041,1676.18,0.0,C003872,0,0,1,0
142,CASH_IN,1119.11,C003300,1343.84,2462.95,C001037,0,0,0,0
142,TRANSFER,2977.79,C004699,0.0,0.0,C003246,0,0,0,0
142,CASH_OUT,2635.64,C001078,3270.47,634.8299999999999,C001929,0,0,0,0
142,PAYMENT,3088.08,C004917,9490.05,6401.969999999999,C000712,0,0,1,0
142,DEBIT,2870.71,C004663,639.2,0.0,C000083,0,0,1,0
142,CASH_IN,623.41,C000517,2556.3,3179.71,C000881,0,0,0,0
142,CASH_OUT,9269.68,C003250,0.0,0.0,C001116,0,0,1,0
142,TRANSFER,8346.68,C002333,0.0,0.0,C003333,0,0,0,0
142,CASH_IN,1450.09,C001241,32174.770000000004,33624.86,C002602,0,0,0,0
142,PAYMENT,1647.8,C000184,0.0,0.0,C000806,0,0,0,0
142,CASH_OUT,7840.73,C001352,0.0,0.0,C001671,0,0,1,0
142,PAYMENT,930.04,C000737,21769.28,20839.239999999998,C001698,0,0,0,0
142,CASH_IN,502.77,C000488,0.0,502.77,C000493,0,0,0,0
142,TRANSFER,3003.2,C004443,4708.78,1705.58,C002515,0,0,0,0
142,TRANSFER,15968.46,C003742,68583.31999999999,52614.85999999999,C003319,0,0,0,1
142,CASH_OUT,3129.4,C002225,2903.17,0.0,C002520,0,0,0,0
142,CASH_IN,3000.64,C003328,0.0,3000.64,C003954,0,0,0,0
142,CASH_OUT,1561.13,C000630,0.0,0.0,C003749,0,0,0,0
142,DEBIT,600.19,C004991,0.0,0.0,C004240,0,0,0,0
142,CASH_IN,2268.22,C001316,1081.3000000000002,3349.52,C002073,0,0,0,0
142,DEBIT,212.27,C000145,4670.81,4458.54,C002603,0,0,0,0
142,CASH_IN,435.97,C003163,5747.110000000001,6183.080000000001,C003979,0,0,0,0
142,CASH_IN,1940.5,C004697,0.0,1940.5,C004661,0,0,0,0
142,CASH_OUT,9795.67,C004193,0.0,0.0,C001546,0,0,0,0
142,CASH_OUT,2629.62,C002842,0.0,0.0,C002652,0,0,0,0
142,PAYMENT,393.08,C003861,0.0,0.0,C004742,0,0,0,0
142,CASH_IN,2345.21,C002776,4002.51,6347.72,C001152,0,0,0,0
142,CASH_IN,536.32,C002801,776.27,1312.5900000000001,C004114,0,0,0,0
142,CASH_OUT,4123.0,C003988,0.0,0.0,C004717,0,0,1,0
142,CASH_OUT,10000.0,C003962,0.0,0.0,C000274,0,0,0,0
142,CASH_OUT,4606.91,C004058,19052.04,14445.130000000001,C001011,0,0,0,0
142,CASH_OUT,1867.7,C000907,0.0,0.0,C002196,0,0,0,0
142,TRANSFER,28075.54,C003994,0.0,0.0,C000084,0,0,1,1
142,TRANSFER,1587.88,C003144,0.0,0.0,C004139,0,0,0,0
142,PAYMENT,1789.86,C002363,0.0,0.0,C004049,0,0,0,0
142,PAYMENT,1899.96,C000211,32455.959999999992,30555.999999999993,C000658,0,0,0,0
142,CASH_OUT,10000.0,C002451,0.0,0.0,C003565,0,0,0,0
142,CASH_OUT,4608.75,C001071,0.0,0.0,C001734,0,0,0,0
142,TRANSFER,7171.65,C002881,0.0,0.0,C001310,0,0,0,0
142,CASH_OUT,3789.84,C004539,0.0,0.0,C003692,0,0,0,0
142,DEBIT,220.53,C002149,0.0,0.0,C001172,0,0,0,0
142,DEBIT,246.02,C002022,4652.26,4406.24,C003603,0,0,0,0
142,TRANSFER,6246.3,C000984,2714.85,0.0,C002044,0,0,0,0
142,CASH_OUT,754.07,C001724,3328.51,2574.44,C002523,0,0,0,0
142,PAYMENT,2620.23,C003752,0.0,0.0,C004807,0,0,0,0
142,CASH_OUT,6559.61,C001775,4239.37,0.0,C002740,0,0,1,0
142,CASH_IN,712.28,C002270,6642.32,7354.599999999999,C004736,0,0,0,0
142,CASH_IN,623.21,C001237,3377.08,4000.29,C000686,0,0,0,0
142,PAYMENT,508.25,C000829,5010.66,4502.41,C001823,0,0,0,0
142,PAYMENT,1912.95,C004854,0.0,0.0,C001520,0,0,0,0
142,CASH_OUT,3751.88,C003690,8483.080000000005,4731.200000000005,C003958,0,0,0,0
142,CASH_OUT,1726.04,C002999,0.0,0.0,C002371,0,0,0,0
142,PAYMENT,1487.11,C002170,22073.190000000002,20586.08,C001761,0,0,0,0
142,CASH_IN,819.56,C004821,0.0,819.56,C000707,0,0,0,0
142,CASH_OUT,10000.0,C003517,0.0,0.0,C004857,0,0,0,0
142,CASH_IN,1062.66,C004712,10306.180000000004,11368.840000000004,C003801,0,0,0,0
142,DEBIT,386.24,C004931,0.0,0.0,C004009,0,0,0,0
142,PAYMENT,480.28,C003775,22296.819999999996,21816.539999999997,C002792,0,0,0,0
142,CASH_OUT,723.88,C002585,0.0,0.0,C000463,0,0,0,0
142,PAYMENT,1552.31,C002189,1214.74,0.0,C002089,0,0,0,0
142,CASH_OUT,554.44,C003440,0.0,0.0,C003629,0,0,0,0
142,CASH_OUT,5046.38,C004874,0.0,0.0,C002729,0,0,1,0
142,CASH_OUT,1748.3,C000372,1223.0900000000001,0.0,C002723,0,0,0,0
142,PAYMENT,944.92,C004524,10085.25,9140.33,C002568,0,0,0,0
142,TRANSFER,20000.0,C002622,19901.22,0.0,C001320,0,0,0,1
142,CASH_IN,584.88,C004207,1927.3099999999997,2512.1899999999996,C001235,0,0,0,0
142,CASH_IN,1949.43,C002377,6706.85,8656.28,C001022,0,0,0,0
142,CASH_IN,3551.91,C000835,0.0,3551.91,C003591,0,0,0,0
142,CASH_IN,2421.33,C000237,3829.230000000013,6250.560000000013,C001314,0,0,0,0
142,CASH_OUT,4692.12,C004857,0.0,0.0,C000771,0,0,1,0
142,CASH_IN,726.58,C003129,0.0,726.58,C003385,0,0,0,0
142,CASH_IN,998.5,C003305,0.0,998.5,C004480,0,0,0,0
142,PAYMENT,3254.1,C001925,0.0,0.0,C001651,0,0,1,0
142,CASH_OUT,10000.0,C003298,0.0,0.0,C001589,0,0,0,0
142,CASH_OUT,3135.91,C000693,302.49,0.0,C000091,0,0,1,0
142,TRANSFER,4899.63,C003328,0.0,0.0,C003845,0,0,0,0
142,TRANSFER,3380.21,C001416,0.0,0.0,C002729,0,0,0,0
142,CASH_OUT,9478.31,C002391,0.0,0.0,C004140,0,0,0,0
142,TRANSFER,10273.27,C004316,0.0,0.0,C001606,0,0,1,1
142,TRANSFER,5707.89,C004703,0.0,0.0,C002402,0,0,0,0
142,CASH_IN,1592.02,C003093,2844.91,4436.93,C001266,0,0,0,0
142,CASH_OUT,10000.0,C002449,32509.54,22509.54,C003579,0,0,0,0
142,CASH_OUT,3740.65,C000730,0.0,0.0,C001439,0,0,1,0
142,CASH_OUT,4468.64,C000479,0.0,0.0,C003362,0,0,1,0
142,CASH_OUT,1058.04,C001208,0.0,0.0,C002800,0,0,0,0
142,CASH_OUT,1780.55,C001247,17539.15,15758.600000000002,C002327,0,0,0,0
142,CASH_OUT,427.62,C002526,0.0,0.0,C002808,0,0,0,0
142,PAYMENT,1253.0,C002573,0.0,0.0,C000887,0,0,0,0
142,PAYMENT,618.94,C004090,7250.18,6631.24,C001262,0,0,0,0
142,DEBIT,2000.0,C001944,852.7899999999997,0.0,C000676,0,0,0,0
142,CASH_OUT,2560.92,C003344,0.0,0.0,C004528,0,0,0,0
142,PAYMENT,1908.0,C001787,5826.96000000001,3918.96000000001,C001483,0,0,0,0
142,PAYMENT,1759.84,C000463,0.0,0.0,C003530,0,0,0,0
142,DEBIT,944.1,C004593,178.53999999999996,0.0,C003621,0,0,0,0
142,CASH_OUT,2542.9,C003513,0.0,0.0,C001914,0,0,0,0
142,TRANSFER,2724.93,C001828,20180.109999999997,17455.179999999997,C002818,0,0,0,0
142,CASH_IN,1360.22,C003568,0.0,1360.22,C001614,0,0,0,0
142,PAYMENT,5000.0,C000100,0.0,0.0,C000704,0,0,0,0
142,CASH_OUT,5179.93,C001458,0.0,0.0,C001800,0,0,1,0
142,PAYMENT,3366.03,C001794,0.0,0.0,C003945,0,0,0,0
142,CASH_OUT,3237.49,C003913,0.0,0.0,C004814,0,0,0,0
142,CASH_OUT,3147.52,C002397,0.6200000000000045,0.0,C004458,0,0,0,0
142,CASH_OUT,3337.03,C004989,0.0,0.0,C001943,0,0,0,0
142,CASH_OUT,10000.0,C003215,2981.089999999998,0.0,C004091,0,0,0,0
142,TRANSFER,8139.07,C002291,0.0,0.0,C004555,0,0,0,0
142,TRANSFER,17503.86,C004617,0.0,0.0,C000261,0,0,1,1
142,CASH_IN,843.96,C001418,0.0,843.96,C000472,0,0,0,0
142,PAYMENT,1050.4,C000029,0.0,0.0,C000825,0,0,0,0
142,CASH_IN,875.75,C001103,0.0,875.75,C001155,0,0,0,0
142,CASH_OUT,1634.69,C003768,0.0,0.0,C003802,0,0,0,0
142,CASH_OUT,6569.91,C004637,0.0,0.0,C002080,0,0,0,0
142,TRANSFER,7334.42,C001782,4537.21,0.0,C000001,0,0,0,0
142,PAYMENT,745.45,C004608,0.0,0.0,C000481,0,0,0,0
142,CASH_OUT,3876.9,C004487,23860.71,19983.809999999998,C004409,0,0,1,0
142,CASH_OUT,9791.02,C001757,0.0,0.0,C000525,0,0,0,0
142,DEBIT,1325.41,C001263,1987.33,661.9199999999998,C004616,0,0,0,0
142,CASH_OUT,1251.74,C004930,4973.510000000002,3721.7700000000023,C004899,0,0,0,0
142,CASH_OUT,3106.36,C001834,0.0,0.0,C001860,0,0,1,0
142,PAYMENT,1942.26,C000050,4920.36,2978.0999999999995,C000498,0,0,0,0
142,CASH_IN,2477.64,C003670,0.0,2477.64,C001185,0,0,0,0
142,PAYMENT,4959.5,C001078,634.8299999999999,0.0,C004718,0,0,0,0
142,CASH_OUT,431.37,C002711,0.0,0.0,C003687,0,0,0,0
142,PAYMENT,430.47,C000394,0.0,0.0,C000570,0,0,0,0
142,PAYMENT,1410.27,C001504,2506.9999999999986,1096.7299999999987,C003708,0,0,0,0
142,CASH_OUT,1275.47,C000532,0.0,0.0,C002068,0,0,0,0
142,PAYMENT,1408.21,C000448,0.0,0.0,C001429,0,0,0,0
142,CASH_IN,399.48,C001318,2359.53,2759.01,C004687,0,0,0,0
142,CASH_OUT,560.2,C002193,0.0,0.0,C002693,0,0,0,0
142,CASH_IN,2824.54,C001324,0.0,2824.54,C004369,0,0,1,0
142,PAYMENT,2032.91,C001959,0.0,0.0,C001362,0,0,0,0
142,CASH_OUT,2649.8,C000297,0.0,0.0,C004043,0,0,0,0
142,TRANSFER,3912.76,C004029,1238.25,0.0,C000027,0,0,0,0
142,TRANSFER,20000.0,C004692,0.0,0.0,C000613,0,0,0,1
142,TRANSFER,20000.0,C000611,0.0,0.0,C004983,0,0,0,1
142,TRANSFER,13109.26,C002362,12663.959999999995,0.0,C004360,0,0,0,1
142,PAYMENT,2103.19,C003076,0.0,0.0,C004803,0,0,1,0
142,CASH_OUT,930.4,C003437,1010.48,80.08000000000004,C004707,0,0,0,0
142,CASH_OUT,2609.87,C002358,402.3699999999999,0.0,C004199,0,0,0,0
142,CASH_IN,5000.0,C004336,0.0,5000.0,C001243,0,0,0,0
142,CASH_IN,2029.13,C000271,0.0,2029.13,C000690,0,0,0,0
142,CASH_IN,471.24,C004698,0.0,471.24,C001548,0,0,0,0
142,CASH_OUT,1593.1,C000731,685.2700000000001,0.0,C001015,0,0,0,0
142,CASH_OUT,3931.78,C004198,0.0,0.0,C002469,0,0,1,0
142,CASH_IN,2324.5,C004299,0.0,2324.5,C001440,0,0,0,0
142,CASH_IN,1638.25,C003264,0.0,1638.25,C002408,0,0,0,0
143,CASH_OUT,2986.83,C003584,0.0,0.0,C001468,0,0,0,0
143,CASH_IN,1035.64,C001460,0.0,1035.64,C000174,0,0,0,0
143,CASH_OUT,1411.96,C000777,0.0,0.0,C000669,0,0,0,0
143,CASH_OUT,2818.57,C001879,9067.810000000001,6249.240000000002,C001591,0,0,0,0
143,CASH_OUT,4119.44,C002266,6954.620000000001,2835.180000000001,C001418,0,0,0,0
143,TRANSFER,2718.9,C004870,0.0,0.0,C001960,0,0,0,0
143,CASH_OUT,5172.63,C000518,0.0,0.0,C003328,0,0,0,0
143,CASH_OUT,10779.43,C001522,5509.11,0.0,C000053,0,0,1,1
143,PAYMENT,2331.69,C000688,2154.05,0.0,C001027,0,0,1,0
143,PAYMENT,3087.21,C000823,1114.72,0.0,C003145,0,0,0,0
143,CASH_OUT,3283.68,C001020,0.0,0.0,C001611,0,0,0,0
143,DEBIT,1051.06,C002846,4153.4,3102.3399999999997,C002575,0,0,0,0
143,TRANSFER,8360.05,C003673,0.0,0.0,C004889,0,0,1,0
143,CASH_IN,1410.55,C000978,89415.27,90825.82,C000446,0,0,0,0
143,TRANSFER,4172.89,C000508,1130.78,0.0,C004354,0,0,0,0
143,TRANSFER,7607.0,C003334,0.0,0.0,C001192,0,0,0,0
143,CASH_IN,1542.56,C003697,918.94,2461.5,C004769,0,0,0,0
143,PAYMENT,586.07,C002157,328.6300000000001,0.0,C000460,0,0,0,0
143,CASH_IN,164.91,C001700,0.0,164.91,C004722,0,0,0,0
143,CASH_OUT,708.06,C002622,0.0,0.0,C000413,0,0,0,0
143,CASH_OUT,10000.0,C000484,0.0,0.0,C004499,0,0,0,0
143,PAYMENT,1929.59,C004616,0.0,0.0,C001385,0,0,0,0
143,CASH_OUT,1468.16,C004107,0.0,0.0,C003006,0,0,0,0
143,CASH_OUT,2899.67,C001348,0.0,0.0,C004251,0,0,0,0
143,CASH_IN,1148.57,C002583,96.10999999999967,1244.6799999999996,C003657,0,0,0,0
143,CASH_OUT,3723.07,C004590,923.14,0.0,C002212,0,0,0,0
143,TRANSFER,20000.0,C002869,0.0,0.0,C004704,0,0,0,1
143,CASH_IN,1955.79,C003345,0.0,1955.79,C003820,0,0,0,0
143,DEBIT,364.71,C002285,3426.87,3062.16,C003391,0,0,1,0
143,CASH_OUT,1710.47,C000315,0.0,0.0,C003053,0,0,0,0
143,TRANSFER,3854.87,C000123,1392.79,0.0,C001811,0,0,0,0
143,PAYMENT,974.68,C003991,2938.4300000000003,1963.7500000000005,C004667,0,0,0,0
143,PAYMENT,224.59,C000808,0.0,0.0,C004742,0,0,0,0
143,PAYMENT,1420.69,C001157,0.0,0.0,C000844,0,0,0,0
143,PAYMENT,1865.54,C004033,16308.38,14442.84,C003352,0,0,0,0
143,CASH_IN,464.02,C001226,6036.15,6500.17,C003242,0,0,0,0
143,CASH_OUT,657.14,C001897,0.0,0.0,C001187,0,0,0,0
143,TRANSFER,3985.97,C000348,0.0,0.0,C004666,0,0,0,0
143,CASH_IN,4026.07,C003429,0.0,4026.07,C001280,0,0,0,0
143,CASH_OUT,769.34,C003892,11006.34,10237.0,C004618,0,0,0,0
143,CASH_IN,5000.0,C000150,0.0,5000.0,C001430,0,0,0,0
143,CASH_IN,502.06,C002370,311913.1700000001,312415.2300000001,C004201,0,0,0,0
143,CASH_OUT,10000.0,C000281,0.0,0.0,C002318,0,0,0,0
143,PAYMENT,1518.85,C002726,0.0,0.0,C004819,0,0,0,0
143,TRANSFER,958.12,C002461,7262.91,6304.79,C000355,0,0,0,0
143,PAYMENT,1970.31,C002400,0.0,0.0,C001872,0,0,0,0
143,CASH_OUT,5245.17,C003036,0.0,0.0,C003979,0,0,1,0
143,CASH_IN,1025.63,C000014,3143.63,4169.26,C003717,0,0,0,0
143,CASH_IN,944.15,C000807,28800.65,29744.800000000003,C003429,0,0,0,0
143,PAYMENT,901.79,C000464,0.0,0.0,C001706,0,0,0,0
143,CASH_OUT,1136.42,C000517,0.0,0.0,C003591,0,0,0,0
143,PAYMENT,350.23,C001412,9633.57,9283.34,C000704,0,0,0,0
143,PAYMENT,1035.69,C004017,0.0,0.0,C000365,0,0,0,0
143,PAYMENT,458.4,C003678,23158.57,22700.17,C003372,0,0,0,0
143,CASH_IN,2622.48,C004581,0.0,2622.48,C000988,0,0,0,0
143,CASH_OUT,4107.59,C000633,0.0,0.0,C001950,0,0,1,0
143,PAYMENT,4742.65,C000128,10895.84,6153.1900000000005,C002501,0,0,0,0
143,PAYMENT,659.57,C004899,265.59,0.0,C001835,0,0,0,0
143,TRANSFER,1788.71,C003695,0.0,0.0,C001153,0,0,0,0
143,CASH_IN,1082.31,C002983,0.0,1082.31,C002385,0,0,0,0
143,PAYMENT,2741.36,C002514,144959.52,142218.16,C003497,0,0,0,0
143,CASH_OUT,2501.68,C001325,4227.23,1725.5499999999997,C002942,0,0,0,0
143,TRANSFER,14748.59,C003909,0.0,0.0,C001014,0,0,0,1
143,CASH_OUT,1534.15,C000413,1282.4499999999998,0.0,C002581,0,0,0,0
143,CASH_IN,3851.81,C002576,0.0,3851.81,C001014,0,0,0,0
143,CASH_OUT,1494.26,C003646,2763.460000000001,1269.200000000001,C004943,0,0,0,0
143,TRANSFER,2207.72,C004059,0.0,0.0,C002133,0,0,0,0
143,DEBIT,381.97,C003754,0.0,0.0,C000968,0,0,0,0
143,TRANSFER,10616.2,C000022,0.0,0.0,C003471,0,0,1,1
143,CASH_IN,5726.61,C001005,0.0,5726.61,C003599,0,0,1,0
143,TRANSFER,12795.08,C003815,188.39999999999986,0.0,C004073,0,0,0,1
143,CASH_IN,443.45,C003949,12593.280000000004,13036.730000000005,C000518,0,0,0,0
143,CASH_OUT,4160.99,C003019,1542.82,0.0,C003506,0,0,0,0
143,PAYMENT,2085.98,C000724,6413.68,4327.700000000001,C001987,0,0,0,0
143,CASH_IN,607.94,C001183,5000.0,5607.9400000000005,C004511,0,0,0,0
143,PAYMENT,885.92,C004845,0.0,0.0,C003415,0,0,0,0
143,CASH_OUT,16209.04,C000123,0.0,0.0,C002064,0,0,1,1
143,CASH_OUT,3773.55,C003926,451.3,0.0,C001852,0,0,0,0
143,CASH_OUT,1836.16,C000411,42609.23,40773.07,C001684,0,0,0,0
143,CASH_IN,553.33,C001211,0.0,553.33,C004795,0,0,0,0
143,PAYMENT,1960.82,C003531,0.0,0.0,C002320,0,0,0,0
143,DEBIT,448.39,C003809,0.0,0.0,C002449,0,0,0,0
143,CASH_OUT,1623.41,C001002,2340.84,717.4300000000001,C001549,0,0,0,0
143,PAYMENT,1222.76,C002999,0.0,0.0,C004747,0,0,0,0
143,TRANSFER,15732.07,C001309,4435.86,0.0,C003317,0,0,1,1
143,CASH_IN,1976.62,C000858,223.1700000000002,2199.79,C000777,0,0,0,0
143,PAYMENT,1655.49,C004337,122145.8,120490.31,C004440,0,0,0,0
143,CASH_IN,1708.59,C004786,0.0,1708.59,C003282,0,0,0,0
143,PAYMENT,752.42,C000123,1056.83,304.40999999999997,C003460,0,0,0,0
143,CASH_IN,714.78,C000877,1583.04,2297.8199999999997,C004264,0,0,0,0
143,PAYMENT,2157.74,C002274,0.0,0.0,C000127,0,0,0,0
143,PAYMENT,1121.93,C003534,0.0,0.0,C003640,0,0,0,0
143,CASH_OUT,800.25,C002401,376.6,0.0,C000348,0,0,0,0
143,CASH_OUT,1079.56,C004160,0.0,0.0,C004495,0,0,0,0
143,CASH_IN,541.24,C003815,0.0,541.24,C003255,0,0,0,0
143,CASH_IN,3726.17,C000649,1473.3,5199.47,C000070,0,0,1,0
143,TRANSFER,1946.54,C001664,0.0,0.0,C001119,0,0,0,0
143,CASH_IN,404.97,C001233,0.0,404.97,C002354,0,0,0,0
143,CASH_OUT,5223.74,C004079,0.0,0.0,C004126,0,0,0,0
143,CASH_IN,192.31,C000834,1197.46,1389.77,C001820,0,0,0,0
143,CASH_OUT,7222.73,C003693,0.0,0.0,C004388,0,0,1,0
143,CASH_IN,354.81,C001008,2987.9,3342.71,C002965,0,0,0,0
143,PAYMENT,779.02,C003991,4168.87,3389.85,C003271,0,0,0,0
143,TRANSFER,12302.59,C002374,8502.54,0.0,C000262,0,0,0,1
143,CASH_OUT,1302.2,C001190,282.16,0.0,C003369,0,0,0,0
143,DEBIT,306.25,C001224,0.0,0.0,C001189,0,0,0,0
143,PAYMENT,1174.32,C000137,3097.6799999999985,1923.3599999999985,C003069,0,0,0,0
143,DEBIT,777.86,C000961,0.0,0.0,C003693,0,0,0,0
143,CASH_IN,3768.58,C004267,0.0,3768.58,C002808,0,0,1,0
143,CASH_IN,4168.29,C003349,2235.45,6403.74,C002365,0,0,0,0
143,CASH_OUT,5357.68,C004211,16875.18,11517.5,C004635,0,0,0,0
143,TRANSFER,9989.66,C000069,11811.07,1821.4099999999999,C000611,0,0,0,0
143,TRANSFER,4240.71,C000912,0.0,0.0,C003665,0,0,0,0
143,CASH_OUT,2010.17,C001358,10017.15,8006.98,C002364,0,0,0,0
143,TRANSFER,17547.01,C004299,727.5700000000002,0.0,C004722,0,0,0,1
143,CASH_OUT,4426.01,C000645,0.0,0.0,C000470,0,0,1,0
143,CASH_IN,854.08,C000339,8684.77,9538.85,C001411,0,0,0,0
143,CASH_IN,1123.07,C003647,3342.0699999999997,4465.139999999999,C001167,0,0,0,0
143,CASH_IN,4106.95,C001130,0.0,4106.95,C003679,0,0,0,0
143,CASH_OUT,2156.26,C000787,0.0,0.0,C000751,0,0,0,0
143,DEBIT,386.65,C001828,0.0,0.0,C003328,0,0,0,0
143,PAYMENT,717.79,C004479,0.0,0.0,C000582,0,0,0,0
143,PAYMENT,1467.55,C000849,771.93,0.0,C000189,0,0,1,0
143,CASH_OUT,6064.27,C000792,0.0,0.0,C004559,0,0,0,0
143,TRANSFER,14413.04,C001246,0.0,0.0,C001131,0,0,0,1
143,CASH_OUT,474.98,C004758,0.0,0.0,C004005,0,0,0,0
143,CASH_OUT,3115.92,C001502,0.0,0.0,C000361,0,0,0,0
143,CASH_IN,588.64,C002600,0.0,588.64,C001050,0,0,0,0
143,CASH_OUT,1413.93,C003993,0.0,0.0,C003017,0,0,0,0
143,CASH_IN,2087.6,C002269,0.0,2087.6,C000846,0,0,0,0
143,CASH_IN,3173.6,C004387,0.0,3173.6,C001982,0,0,0,0
143,CASH_OUT,1459.78,C000039,0.0,0.0,C001059,0,0,0,0
143,PAYMENT,853.62,C002885,0.0,0.0,C004769,0,0,0,0
143,PAYMENT,1007.41,C002526,3622.78,2615.3700000000003,C003886,0,0,0,0
143,TRANSFER,5646.7,C004684,2121.2000000000003,0.0,C004460,0,0,0,0
143,DEBIT,958.97,C003119,0.0,0.0,C004166,0,0,1,0
143,CASH_OUT,2305.92,C004541,1218.35,0.0,C001374,0,0,0,0
143,TRANSFER,2939.07,C004868,0.0,0.0,C001955,0,0,0,0
143,CASH_IN,2512.33,C002199,884.4700000000007,3396.8000000000006,C001864,0,0,0,0
143,TRANSFER,16006.98,C004035,0.0,0.0,C003444,0,0,0,1
143,TRANSFER,2690.25,C002772,5545.05,2854.8,C002917,0,0,0,0
143,CASH_OUT,4144.85,C001571,0.0,0.0,C000121,0,0,0,0
143,PAYMENT,3094.07,C004836,5169.7,2075.6299999999997,C002002,0,0,0,0
143,DEBIT,98.12,C004641,0.0,0.0,C002960,0,0,0,0
143,PAYMENT,1112.59,C001820,0.0,0.0,C002006,0,0,0,0
143,CASH_IN,4886.06,C004601,1658.12,6544.18,C000570,0,0,0,0
143,CASH_OUT,1031.05,C001682,0.0,0.0,C001866,0,0,0,0
143,PAYMENT,2553.91,C002290,0.0,0.0,C000804,0,0,1,0
144,PAYMENT,2811.36,C002411,1708.06,0.0,C004619,0,0,0,0
144,CASH_OUT,1029.28,C004888,0.0,0.0,C003116,0,0,0,0
144,CASH_IN,3479.95,C001563,0.0,3479.95,C000760,0,0,0,0
144,PAYMENT,5000.0,C000391,0.0,0.0,C004579,0,0,0,0
144,PAYMENT,734.07,C000616,455.51,0.0,C003255,0,0,0,0
144,PAYMENT,828.55,C002408,4130.6900000000005,3302.1400000000003,C004749,0,0,0,0
144,CASH_IN,2035.33,C002017,0.0,2035.33,C002284,0,0,0,0
144,CASH_OUT,776.47,C004594,901.5300000000002,125.06000000000017,C001005,0,0,0,0
144,PAYMENT,1106.71,C004845,0.0,0.0,C001702,0,0,0,0
144,TRANSFER,4409.99,C000570,3492.2799999999997,0.0,C000035,0,0,0,0
144,PAYMENT,4493.62,C000371,2127.82,0.0,C001452,0,0,1,0
144,TRANSFER,6955.34,C001889,19090.21,12134.869999999999,C001139,0,0,0,0
144,CASH_OUT,711.1,C002313,0.0,0.0,C000289,0,0,0,0
144,CASH_OUT,6746.65,C000965,0.0,0.0,C001512,0,0,0,0
144,CASH_IN,1098.79,C001395,0.0,1098.79,C002863,0,0,0,0
144,CASH_OUT,6249.12,C004841,569.36,0.0,C004807,0,0,1,0
144,CASH_OUT,1192.45,C002314,0.0,0.0,C003896,0,0,0,0
144,PAYMENT,4292.76,C000324,0.0,0.0,C002518,0,0,1,0
144,CASH_IN,501.51,C001418,4514.35,5015.860000000001,C000550,0,0,0,0
144,CASH_IN,1416.41,C003681,0.0,1416.41,C003439,0,0,0,0
144,TRANSFER,12059.37,C000236,18652.609999999997,6593.239999999996,C002696,0,0,1,1
144,CASH_IN,695.35,C001310,0.0,695.35,C002823,0,0,0,0
144,DEBIT,744.32,C002553,1461.64,717.32,C002795,0,0,0,0
144,PAYMENT,999.83,C000835,8551.91,7552.08,C000890,0,0,0,0
144,CASH_OUT,1268.5,C004188,0.0,0.0,C001445,0,0,0,0
